,_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
589,673a4b53528f480266bd8151,Celular Plus X42,eletronicos,2204.56,118.2746029685,2021-03-06,Thiago Silva,RJ,4,cartao_credito,4,-22.25,-42.66
590,673a4b53528f480266bd8152,Cômoda,moveis,346.5,18.9811871132,2021-03-06,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
591,673a4b53528f480266bd8153,Guarda roupas,moveis,604.0,33.0495980992,2022-03-06,Lucas Oliveira,SP,1,cartao_credito,1,-22.19,-48.79
592,673a4b53528f480266bd8154,Bola de basquete,esporte e lazer,82.79,1.9927575006,2022-03-06,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
593,673a4b53528f480266bd8155,Mochila,esporte e lazer,119.08,3.9250908257,2022-03-06,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
594,673a4b53528f480266bd8156,Jogo de copos,utilidades domesticas,35.65,0.0,2022-03-06,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
595,673a4b53528f480266bd8157,Violão,instrumentos musicais,369.99,17.2852934871,2022-03-06,Camila Ribeiro,SC,1,cartao_credito,2,-27.45,-50.95
596,673a4b53528f480266bd8158,Blocos de montar,brinquedos,54.14,0.0,2022-03-06,Bruno Rodrigues,SC,5,cartao_credito,8,-27.45,-50.95
597,673a4b53528f480266bd8159,Bola de vôlei,esporte e lazer,52.06,0.0,2022-03-06,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
598,673a4b53528f480266bd815a,Mesa de centro,moveis,168.3,9.2445945944,2022-03-06,Camila Ribeiro,RS,5,cupom,1,-30.17,-53.5
599,673a4b53528f480266bd815b,Fone de ouvido,eletronicos,103.49,3.0949702267,2022-03-06,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
600,673a4b53528f480266bd816a,Corda de pular,esporte e lazer,18.0,7.3380602139,2021-03-07,João Souza,PR,5,cartao_credito,10,-24.89,-51.55
601,673a4b53528f480266bd816b,Celular ABXY,eletronicos,1413.04,75.523254914,2021-03-07,Beatriz Moraes,RS,5,cartao_credito,1,-30.17,-53.5
602,673a4b53528f480266bd816c,Kit banquetas,moveis,410.21,19.4268874891,2021-03-07,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
603,673a4b53528f480266bd816d,Pandeiro,instrumentos musicais,57.13,0.0,2021-03-07,Mariana Ferreira,RJ,3,cartao_credito,10,-22.25,-42.66
604,673a4b53528f480266bd816e,Fogão,eletrodomesticos,851.57,48.5073569564,2022-03-07,Beatriz Moraes,PI,2,cartao_credito,10,-6.6,-42.28
605,673a4b53528f480266bd816f,Guitarra,instrumentos musicais,946.74,47.9954958903,2022-03-07,Larissa Alves,PR,5,cartao_credito,10,-24.89,-51.55
606,673a4b53528f480266bd8170,Smart TV,eletronicos,1932.18,100.4672112889,2022-03-07,Isabella Pereira,PR,3,boleto,1,-24.89,-51.55
607,673a4b53528f480266bd8171,Jogo de panelas,utilidades domesticas,272.92,15.0632734716,2022-03-07,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
608,673a4b53528f480266bd8172,Secadora de roupas,eletrodomesticos,1128.04,66.4443507655,2022-03-07,Camila Ribeiro,DF,5,cartao_credito,3,-15.83,-47.86
609,673a4b53528f480266bd8173,Guitarra,instrumentos musicais,1244.51,66.9534256621,2022-03-07,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
610,673a4b53528f480266bd8174,Celular Plus X42,eletronicos,2347.39,126.3905709498,2022-03-07,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
611,673a4b53528f480266bd817d,Ciência de dados com python,livros,65.74,7.9804959394,2021-03-08,Bruno Rodrigues,RJ,5,cartao_credito,10,-22.25,-42.66
612,673a4b53528f480266bd817e,Copo térmico,esporte e lazer,73.8,1.5140670462,2021-03-08,Thiago Silva,RJ,1,cartao_credito,1,-22.25,-42.66
613,673a4b53528f480266bd817f,Bicicleta,esporte e lazer,387.87,21.17917562,2021-03-08,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
614,673a4b53528f480266bd8180,Xadrez de madeira,brinquedos,28.57,4.6850828727,2021-03-08,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
615,673a4b53528f480266bd8181,Cama king,moveis,980.46,59.7621256663,2021-03-08,Felipe Santos,MG,5,cartao_credito,4,-18.1,-44.38
616,673a4b53528f480266bd8182,Iniciando em programação,livros,48.2,5.7303213177,2021-03-08,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
617,673a4b53528f480266bd8183,Mesa de centro,moveis,158.85,10.1110789673,2021-03-08,Rafael Costa,GO,3,cartao_credito,4,-15.98,-49.86
618,673a4b53528f480266bd8184,Mesa de centro,moveis,283.71,15.3898298945,2022-03-08,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
619,673a4b53528f480266bd8185,Cama king,moveis,1282.2,65.8577316912,2022-03-08,Juliana Costa,SC,5,cartao_credito,4,-27.45,-50.95
620,673a4b53528f480266bd8186,Cadeira de escritório,moveis,697.51,37.6665740979,2022-03-08,Thiago Silva,MG,4,cartao_credito,4,-18.1,-44.38
621,673a4b53528f480266bd8187,Jogo de panelas,utilidades domesticas,115.43,3.7307393063,2022-03-08,Bruno Rodrigues,GO,5,cupom,1,-15.98,-49.86
622,673a4b53528f480266bd8188,Guitarra,instrumentos musicais,926.29,59.1794489716,2022-03-08,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
623,673a4b53528f480266bd8189,Mochila,esporte e lazer,136.45,7.7966565284,2022-03-08,Juliana Costa,MG,4,cartao_credito,3,-18.1,-44.38
624,673a4b53528f480266bd818a,Xadrez de madeira,brinquedos,44.82,2.9176346885,2022-03-08,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
625,673a4b53528f480266bd8196,Mesa de jantar,moveis,325.63,18.2786657057,2021-03-09,Felipe Santos,SC,5,cartao_credito,4,-27.45,-50.95
626,673a4b53528f480266bd8197,Cama king,moveis,1159.1,62.2496924844,2021-03-09,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
627,673a4b53528f480266bd8198,Cadeira de escritório,moveis,659.77,32.7152067119,2021-03-09,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
628,673a4b53528f480266bd8199,Jogo de copos,utilidades domesticas,36.08,2.4522559819,2021-03-09,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
629,673a4b53528f480266bd819a,Geladeira,eletrodomesticos,2729.32,148.4918954264,2021-03-09,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
630,673a4b53528f480266bd819b,Boneca bebê,brinquedos,79.33,4.9110959939,2021-03-09,Felipe Santos,CE,5,cartao_credito,2,-5.2,-39.53
631,673a4b53528f480266bd819c,Secadora de roupas,eletrodomesticos,915.31,49.625919053,2021-03-09,Camila Ribeiro,SC,1,cartao_credito,1,-27.45,-50.95
632,673a4b53528f480266bd819d,Cubo mágico 8x8,brinquedos,22.86,0.0,2021-03-09,Camila Ribeiro,RJ,4,boleto,1,-22.25,-42.66
633,673a4b53528f480266bd819e,Mesa de centro,moveis,171.77,9.4293616552,2021-03-09,Felipe Santos,RJ,1,boleto,1,-22.25,-42.66
634,673a4b53528f480266bd819f,Carrinho controle remoto,brinquedos,88.11,2.2760314959,2021-03-09,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
635,673a4b53528f480266bd81a0,Cama box,moveis,935.23,50.6865991256,2022-03-09,Juliana Costa,BA,1,cupom,1,-13.29,-41.71
636,673a4b53528f480266bd81a1,Bicicleta,esporte e lazer,734.62,36.7007440329,2022-03-09,Larissa Alves,MG,4,cartao_credito,1,-18.1,-44.38
637,673a4b53528f480266bd81a2,Headset,eletronicos,263.28,11.6033070139,2022-03-09,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
638,673a4b53528f480266bd81a3,Fogão,eletrodomesticos,659.22,32.6859208665,2022-03-09,Larissa Alves,RJ,4,cartao_credito,10,-22.25,-42.66
639,673a4b53528f480266bd81a4,Impressora,eletronicos,451.49,24.329261048,2022-03-09,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
640,673a4b53528f480266bd81a5,Smartwatch,eletronicos,227.94,13.7899136167,2022-03-09,João Souza,MG,5,boleto,1,-18.1,-44.38
641,673a4b53528f480266bd81a6,Bateria,instrumentos musicais,1021.25,51.9629292341,2022-03-09,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
642,673a4b53528f480266bd81a7,Bateria,instrumentos musicais,1008.65,53.9907039823,2022-03-09,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
643,673a4b53528f480266bd81a8,Tablet ABXY,eletronicos,1044.53,58.7818964549,2022-03-09,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
644,673a4b53528f480266bd81a9,Bola de basquete,esporte e lazer,90.25,5.0943178038,2022-03-09,Lucas Oliveira,SP,1,cartao_credito,3,-22.19,-48.79
645,673a4b53528f480266bd81aa,Smart TV,eletronicos,2470.83,129.1487033123,2022-03-09,João Souza,SP,4,boleto,1,-22.19,-48.79
646,673a4b53528f480266bd81ab,Celular Plus X42,eletronicos,1823.83,97.4022374953,2022-03-09,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
647,673a4b53528f480266bd81ac,Faqueiro,utilidades domesticas,55.14,0.0,2022-03-09,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
648,673a4b53528f480266bd81b3,Poltrona,moveis,293.13,13.192729713,2021-03-10,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
649,673a4b53528f480266bd81b4,Mochila,esporte e lazer,143.84,5.2434863376,2021-03-10,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
650,673a4b53528f480266bd81b5,Fone de ouvido,eletronicos,136.76,7.5651844794,2021-03-10,Larissa Alves,SP,3,cartao_credito,8,-22.19,-48.79
651,673a4b53528f480266bd81b6,Smart TV,eletronicos,1521.01,81.8776218629,2021-03-10,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
652,673a4b53528f480266bd81b7,Dashboards com Power BI,livros,37.98,2.3054466495,2021-03-10,Thiago Silva,RJ,5,cartao_credito,2,-22.25,-42.66
653,673a4b53528f480266bd81b8,TV Led UHD 4K,eletronicos,2310.14,123.291131075,2021-03-10,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
654,673a4b53528f480266bd81b9,Fogão,eletrodomesticos,1298.8,66.7416317517,2022-03-10,Mariana Ferreira,ES,5,cartao_credito,2,-19.19,-40.34
655,673a4b53528f480266bd81ba,Lavadora de roupas,eletrodomesticos,1669.63,86.4872136453,2022-03-10,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
656,673a4b53528f480266bd81bb,Headset,eletronicos,197.62,10.8114472915,2022-03-10,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
657,673a4b53528f480266bd81bc,Xadrez de madeira,brinquedos,46.33,0.0,2022-03-10,Juliana Costa,DF,3,cartao_credito,5,-15.83,-47.86
658,673a4b53528f480266bd81c2,Lava louças,eletrodomesticos,1833.57,97.91521229,2021-03-11,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
659,673a4b53528f480266bd81c3,Bateria,instrumentos musicais,1045.42,55.9542467668,2021-03-11,Rafael Costa,AM,5,boleto,1,-3.47,-65.1
660,673a4b53528f480266bd81c4,Boneca bebê,brinquedos,70.85,4.3036538797,2021-03-11,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
661,673a4b53528f480266bd81c5,Corda de pular,esporte e lazer,25.11,1.6201578677,2021-03-11,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
662,673a4b53528f480266bd81c6,Geladeira,eletrodomesticos,2977.22,158.8111342291,2021-03-11,Mariana Ferreira,RJ,5,cartao_credito,20,-22.25,-42.66
663,673a4b53528f480266bd81c7,Micro-ondas,eletrodomesticos,1043.01,53.1215837712,2021-03-11,Mariana Ferreira,RJ,5,cartao_credito,3,-22.25,-42.66
664,673a4b53528f480266bd81c8,Xadrez de madeira,brinquedos,26.15,0.0,2021-03-11,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
665,673a4b53528f480266bd81c9,Cômoda,moveis,422.68,20.0908774743,2021-03-11,Bianca Santos,MG,5,cartao_debito,1,-18.1,-44.38
666,673a4b53528f480266bd81ca,Dashboards com Power BI,livros,39.78,2.6492698508,2021-03-11,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
667,673a4b53528f480266bd81cb,Violão,instrumentos musicais,459.35,25.3474207648,2022-03-11,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
668,673a4b53528f480266bd81cc,Smartwatch,eletronicos,174.61,9.8285617278,2022-03-11,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
669,673a4b53528f480266bd81cd,Lavadora de roupas,eletrodomesticos,1600.92,82.8286128527,2022-03-11,Isabella Pereira,DF,5,cartao_credito,4,-15.83,-47.86
670,673a4b53528f480266bd81ce,Jogo de panelas,utilidades domesticas,213.96,12.2811414969,2022-03-11,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
671,673a4b53528f480266bd81cf,Bola de vôlei,esporte e lazer,72.24,4.377667198,2022-03-11,Bruno Rodrigues,PR,5,cartao_credito,10,-24.89,-51.55
672,673a4b53528f480266bd81d0,Modelagem preditiva,livros,78.42,1.7600681474,2022-03-11,Larissa Alves,RJ,5,cartao_credito,4,-22.25,-42.66
673,673a4b53528f480266bd81d7,Guarda roupas,moveis,660.7,32.7647264141,2021-03-12,Larissa Alves,RS,4,cartao_credito,1,-30.17,-53.5
674,673a4b53528f480266bd81d8,Geladeira,eletrodomesticos,3283.59,172.4257282021,2021-03-12,Larissa Alves,SP,3,cartao_credito,2,-22.19,-48.79
675,673a4b53528f480266bd81d9,Assistente virtual,eletronicos,163.93,9.0119052411,2021-03-12,Pedro Gomes,MG,5,cartao_credito,4,-18.1,-44.38
676,673a4b53528f480266bd81da,Bicicleta,esporte e lazer,539.66,29.0183973936,2021-03-12,Mariana Ferreira,ES,5,cartao_credito,3,-19.19,-40.34
677,673a4b53528f480266bd81db,Secadora de roupas,eletrodomesticos,864.83,43.6340348086,2021-03-12,Camila Ribeiro,DF,4,boleto,1,-15.83,-47.86
678,673a4b53528f480266bd81dc,Modelagem preditiva,livros,85.76,2.1509010657,2021-03-12,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
679,673a4b53528f480266bd81dd,Bateria,instrumentos musicais,663.72,35.624219171,2021-03-12,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
680,673a4b53528f480266bd81de,Boneca bebê,brinquedos,65.9,1.0934158126,2021-03-12,Beatriz Moraes,SC,1,boleto,1,-27.45,-50.95
681,673a4b53528f480266bd81df,Carrinho controle remoto,brinquedos,107.07,3.2855944566,2021-03-12,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
682,673a4b53528f480266bd81e0,Tablet ABXY,eletronicos,1913.8,102.4351970421,2021-03-12,Juliana Costa,RJ,5,cupom,1,-22.25,-42.66
683,673a4b53528f480266bd81e1,Faqueiro,utilidades domesticas,75.54,1.6067168116,2022-03-12,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
684,673a4b53528f480266bd81e2,Celular Plus X42,eletronicos,2494.48,130.4079946635,2022-03-12,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
685,673a4b53528f480266bd81e3,Xadrez de madeira,brinquedos,31.94,0.0,2022-03-12,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
686,673a4b53528f480266bd81e4,Celular ABXY,eletronicos,1276.79,65.5696654666,2022-03-12,Mariana Ferreira,RN,4,boleto,1,-5.81,-36.59
687,673a4b53528f480266bd81e5,Geladeira,eletrodomesticos,2324.14,124.6418782236,2022-03-12,Juliana Costa,MG,5,cartao_credito,5,-18.1,-44.38
688,673a4b53528f480266bd81e6,Cama king,moveis,992.17,53.1131935608,2022-03-12,Thiago Silva,MG,5,cartao_credito,1,-18.1,-44.38
689,673a4b53528f480266bd81ee,Mochila,esporte e lazer,121.01,8.0962128053,2021-04-01,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
690,673a4b53528f480266bd81ef,Panela de pressão,utilidades domesticas,101.17,5.6701240485,2021-04-01,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
691,673a4b53528f480266bd81f0,Headset,eletronicos,181.77,9.9618315712,2021-04-01,Thiago Silva,SP,4,cupom,1,-22.19,-48.79
692,673a4b53528f480266bd81f1,Cubo mágico 8x8,brinquedos,22.11,2.1171388163,2021-04-01,Mariana Ferreira,RJ,4,cartao_credito,10,-22.25,-42.66
693,673a4b53528f480266bd81f2,Tablet ABXY,eletronicos,1026.24,52.2286317222,2022-04-01,Bianca Santos,ES,5,boleto,1,-19.19,-40.34
694,673a4b53528f480266bd81f3,Copo térmico,esporte e lazer,78.8,4.7269674629,2022-04-01,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
695,673a4b53528f480266bd81f4,Mesa de jantar,moveis,200.58,8.2647206408,2022-04-01,Pedro Gomes,RJ,5,cartao_credito,3,-22.25,-42.66
696,673a4b53528f480266bd81f5,Smartwatch,eletronicos,225.0,12.2636990179,2022-04-01,Pedro Gomes,SP,3,cartao_credito,1,-22.19,-48.79
697,673a4b53528f480266bd81f6,Jogo de copos,utilidades domesticas,44.72,2.6643313729,2022-04-01,João Souza,MG,5,boleto,1,-18.1,-44.38
698,673a4b53528f480266bd81f7,Fogão,eletrodomesticos,753.09,37.6842159676,2022-04-01,João Souza,SP,1,cartao_credito,1,-22.19,-48.79
699,673a4b53528f480266bd81f8,Assistente virtual,eletronicos,153.57,5.7615795658,2022-04-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
700,673a4b53528f480266bd81f9,Panela de pressão,utilidades domesticas,91.42,12.4234202576,2022-04-01,Camila Ribeiro,SP,4,cartao_credito,2,-22.19,-48.79
701,673a4b53528f480266bd81fa,Copo térmico,esporte e lazer,50.11,0.0,2022-04-01,Bianca Santos,MG,5,boleto,1,-18.1,-44.38
702,673a4b53528f480266bd81fb,Guarda roupas,moveis,627.64,31.0043808719,2023-04-01,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
703,673a4b53528f480266bd81fc,Corda de pular,esporte e lazer,32.43,0.0,2023-04-01,Camila Ribeiro,MG,1,cartao_credito,2,-18.1,-44.38
704,673a4b53528f480266bd81fd,Blocos de montar,brinquedos,57.58,3.9543769511,2023-04-01,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
705,673a4b53528f480266bd81fe,Faqueiro,utilidades domesticas,57.29,3.5816246737,2023-04-01,Isabella Pereira,SP,4,cartao_credito,4,-22.19,-48.79
706,673a4b53528f480266bd81ff,Bicicleta,esporte e lazer,572.39,31.0091500449,2023-04-01,Felipe Santos,DF,1,cartao_credito,1,-15.83,-47.86
707,673a4b53528f480266bd8200,Smart TV,eletronicos,2241.41,120.2367546089,2023-04-01,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
708,673a4b53528f480266bd8201,Faqueiro,utilidades domesticas,77.17,1.6935094079,2023-04-01,Felipe Santos,BA,5,cartao_credito,1,-13.29,-41.71
709,673a4b53528f480266bd8202,Mesa de centro,moveis,154.52,5.8121642078,2023-04-01,João Souza,ES,3,boleto,1,-19.19,-40.34
710,673a4b53528f480266bd8203,Boneca bebê,brinquedos,76.32,4.3469363074,2023-04-01,Bruno Rodrigues,RS,5,cartao_credito,1,-30.17,-53.5
711,673a4b53528f480266bd8204,Celular ABXY,eletronicos,1304.21,67.0296979762,2023-04-01,Isabella Pereira,PR,3,boleto,1,-24.89,-51.55
712,673a4b53528f480266bd820f,Bola de vôlei,esporte e lazer,70.28,1.3266376358,2021-04-02,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
713,673a4b53528f480266bd8210,TV Led UHD 4K,eletronicos,2053.75,106.9404480573,2021-04-02,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
714,673a4b53528f480266bd8211,Tablet ABXY,eletronicos,1267.97,73.8952022995,2021-04-02,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
715,673a4b53528f480266bd8212,Violão,instrumentos musicais,476.63,28.5429299273,2021-04-02,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
716,673a4b53528f480266bd8213,Carrinho controle remoto,brinquedos,112.45,6.2764010172,2021-04-02,Isabella Pereira,MG,1,cartao_credito,1,-18.1,-44.38
717,673a4b53528f480266bd8214,Lava louças,eletrodomesticos,1999.81,107.0149707893,2021-04-02,Felipe Santos,GO,5,cartao_credito,3,-15.98,-49.86
718,673a4b53528f480266bd8215,Bola de basquete,esporte e lazer,88.85,5.0197720155,2021-04-02,Bruno Rodrigues,PE,5,cartao_credito,8,-8.38,-37.86
719,673a4b53528f480266bd8216,Impressora,eletronicos,438.92,32.4655559164,2021-04-02,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
720,673a4b53528f480266bd8217,Cama box,moveis,627.83,33.961163259,2021-04-02,Lucas Oliveira,RJ,5,cartao_debito,1,-22.25,-42.66
721,673a4b53528f480266bd8218,Blocos de montar,brinquedos,47.2,0.0,2021-04-02,Rafael Costa,RJ,1,cartao_credito,1,-22.25,-42.66
722,673a4b53528f480266bd8219,Mesa de jantar,moveis,487.98,27.3825823057,2022-04-02,Bruno Rodrigues,SC,5,cartao_credito,5,-27.45,-50.95
723,673a4b53528f480266bd821a,Iniciando em programação,livros,60.51,0.0,2022-04-02,Larissa Alves,MT,5,boleto,1,-12.64,-55.42
724,673a4b53528f480266bd821b,Dinossauro Rex,brinquedos,25.05,0.0,2022-04-02,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
725,673a4b53528f480266bd821c,Bola de vôlei,esporte e lazer,52.26,3.313792306,2022-04-02,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
726,673a4b53528f480266bd821d,Guarda roupas,moveis,601.04,33.4026871756,2022-04-02,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
727,673a4b53528f480266bd821e,Dinossauro Rex,brinquedos,23.27,0.0,2022-04-02,Bruno Rodrigues,MG,3,cartao_credito,3,-18.1,-44.38
728,673a4b53528f480266bd821f,Dinossauro Rex,brinquedos,22.01,1.8589784356,2022-04-02,Larissa Alves,BA,3,cartao_credito,1,-13.29,-41.71
729,673a4b53528f480266bd8220,Secadora de roupas,eletrodomesticos,884.14,44.6622342163,2023-04-02,Camila Ribeiro,SC,5,cartao_credito,5,-27.45,-50.95
730,673a4b53528f480266bd8221,Impressora,eletronicos,487.83,32.2174152971,2023-04-02,Thiago Silva,BA,1,cartao_credito,1,-13.29,-41.71
731,673a4b53528f480266bd8222,Blocos de montar,brinquedos,52.35,0.0,2023-04-02,Camila Ribeiro,BA,3,boleto,1,-13.29,-41.71
732,673a4b53528f480266bd8223,Mochila,esporte e lazer,129.95,4.5038856243,2023-04-02,Mariana Ferreira,BA,3,cartao_credito,5,-13.29,-41.71
733,673a4b53528f480266bd8224,Modelagem preditiva,livros,104.17,6.2337512651,2023-04-02,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
734,673a4b53528f480266bd8225,Blocos de montar,brinquedos,36.83,2.4921912256,2023-04-02,Juliana Costa,RJ,4,cartao_credito,2,-22.25,-42.66
735,673a4b53528f480266bd8226,Smart TV,eletronicos,2327.65,121.5247990555,2023-04-02,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
736,673a4b53528f480266bd8227,Modelagem preditiva,livros,91.35,5.3952172075,2023-04-02,Pedro Gomes,SP,2,cupom,1,-22.19,-48.79
737,673a4b53528f480266bd8228,Cama king,moveis,597.95,32.3701431501,2023-04-02,Rafael Costa,SP,4,cartao_credito,1,-22.19,-48.79
738,673a4b53528f480266bd8229,Bicicleta,esporte e lazer,996.07,53.9261460943,2023-04-02,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
739,673a4b53528f480266bd822a,Boneca bebê,brinquedos,55.95,0.0,2023-04-02,Bianca Santos,SP,2,boleto,1,-22.19,-48.79
740,673a4b53528f480266bd822b,Bicicleta,esporte e lazer,901.92,48.3076525693,2023-04-02,Pedro Gomes,SP,1,cartao_credito,10,-22.19,-48.79
741,673a4b53528f480266bd822e,Micro-ondas,eletrodomesticos,544.17,29.6624275675,2021-04-03,Rafael Costa,SP,1,cartao_credito,6,-22.19,-48.79
742,673a4b53528f480266bd822f,Panela de pressão,utilidades domesticas,91.75,5.1685373877,2021-04-03,Felipe Santos,BA,5,cartao_credito,2,-13.29,-41.71
743,673a4b53528f480266bd8230,Lavadora de roupas,eletrodomesticos,1767.91,91.7203279794,2021-04-03,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
744,673a4b53528f480266bd8231,Carrinho controle remoto,brinquedos,103.27,3.0832558885,2021-04-03,Mariana Ferreira,SP,5,cartao_credito,6,-22.19,-48.79
745,673a4b53528f480266bd8232,Bicicleta,esporte e lazer,479.62,23.1227611758,2022-04-03,Isabella Pereira,RN,3,cartao_credito,8,-5.81,-36.59
746,673a4b53528f480266bd8233,Assistente virtual,eletronicos,346.78,19.1520038963,2022-04-03,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
747,673a4b53528f480266bd8234,Tablet ABXY,eletronicos,1599.71,82.7641839929,2022-04-03,Thiago Silva,PR,5,cartao_credito,1,-24.89,-51.55
748,673a4b53528f480266bd8235,Jogo de copos,utilidades domesticas,39.15,0.0,2023-04-03,Camila Ribeiro,ES,5,cartao_credito,3,-19.19,-40.34
749,673a4b53528f480266bd8236,Cômoda,moveis,354.03,16.4354715012,2023-04-03,Juliana Costa,PE,2,cartao_credito,8,-8.38,-37.86
750,673a4b53528f480266bd8237,Tablet ABXY,eletronicos,1594.71,82.4979490349,2023-04-03,Beatriz Moraes,MG,5,cartao_credito,10,-18.1,-44.38
751,673a4b53528f480266bd8238,Corda de pular,esporte e lazer,22.92,0.0,2023-04-03,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
752,673a4b53528f480266bd8239,Ciência de dados com python,livros,88.05,12.4904072277,2023-04-03,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
753,673a4b53528f480266bd823a,Faqueiro,utilidades domesticas,53.3,3.3691691772,2023-04-03,Isabella Pereira,GO,4,cupom,1,-15.98,-49.86
754,673a4b53528f480266bd823b,Pandeiro,instrumentos musicais,67.19,1.1621044317,2023-04-03,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
755,673a4b53528f480266bd823c,Cadeira de escritório,moveis,537.02,26.1791384934,2023-04-03,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
756,673a4b53528f480266bd8242,Cadeira de escritório,moveis,605.72,32.7790327393,2021-04-04,Bruno Rodrigues,CE,1,cartao_credito,6,-5.2,-39.53
757,673a4b53528f480266bd8243,Copo térmico,esporte e lazer,44.3,2.6419676364,2021-04-04,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
758,673a4b53528f480266bd8244,Cama king,moveis,1171.17,62.892383673,2021-04-04,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
759,673a4b53528f480266bd8245,Smartwatch,eletronicos,186.36,10.454213879,2022-04-04,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
760,673a4b53528f480266bd8246,Carrinho controle remoto,brinquedos,100.75,2.9490734697,2022-04-04,Mariana Ferreira,RJ,5,cartao_credito,2,-22.25,-42.66
